order_id,order_date,product,country,qty,category,unit_price,revenue
38,2024-02-10,Gadget C,Norway,2,Gadgets,24.9,49.8
39,2024-02-07,Widget A,Norway,4,Widgets,19.9,79.6
40,2024-02-12,Gizmo D,Norway,4,Gadgets,34.9,139.6
41,2024-03-07,Widget A,Sweden,3,Widgets,19.9,59.699999999999996
42,2024-03-23,Gadget C,,3,Gadgets,24.9,74.69999999999999
43,2024-02-24,Widget A,Norway,3,Widgets,19.9,59.699999999999996
44,2024-02-04,Accessory E,Germany,3,Accessories,9.9,29.700000000000003
45,2024-02-15,Widget B,Germany,4,Widgets,29.9,119.6
46,2024-03-30,Widget A,Sweden,3,Widgets,19.9,59.699999999999996
47,2024-02-18,Widget A,,2,Widgets,19.9,39.8
48,2024-02-10,Accessory E,Germany,3,Accessories,9.9,29.700000000000003
49,2024-02-12,Gizmo D,Denmark,4,Gadgets,34.9,139.6
50,2024-02-24,Gizmo D,Sweden,3,Gadgets,34.9,104.69999999999999
51,2024-02-01,Gadget C,Germany,3,Gadgets,24.9,74.69999999999999
52,2024-02-06,Gadget C,USA,3,Gadgets,24.9,74.69999999999999
53,2024-03-10,Widget A,Sweden,4,Widgets,19.9,79.6
54,2024-02-24,Gadget C,Sweden,3,Gadgets,24.9,74.69999999999999
55,2024-02-18,Widget A,Denmark,5,Widgets,19.9,99.5
56,2024-03-11,Accessory E,Norway,3,Accessories,9.9,29.700000000000003
57,2024-02-03,Gizmo D,Germany,2,Gadgets,34.9,69.8
58,2024-02-09,Widget B,Sweden,3,Widgets,29.9,89.69999999999999
59,2024-02-23,Widget A,Norway,3,Widgets,19.9,59.699999999999996
60,2024-02-22,Gizmo D,Denmark,3,Gadgets,34.9,104.69999999999999
61,2024-01-23,Widget A,Norway,3,Widgets,19.9,59.699999999999996
62,2024-02-08,Widget A,Sweden,4,Widgets,19.9,79.6
63,2024-02-13,Widget A,Norway,2,Widgets,19.9,39.8
64,2024-02-25,Gadget C,Norway,4,Gadgets,24.9,99.6
65,2024-02-22,Gizmo D,UK,4,Gadgets,34.9,139.6
66,2024-02-15,Widget B,USA,4,Widgets,29.9,119.6
67,2024-01-17,Widget A,Norway,3,Widgets,19.9,59.699999999999996
68,2024-02-16,Gadget C,Denmark,4,Gadgets,24.9,99.6
69,2024-02-17,Gizmo D,Sweden,3,Gadgets,34.9,104.69999999999999
70,2024-05-02,Widget A,Denmark,4,Widgets,19.9,79.6
71,2024-02-12,Widget A,Denmark,2,Widgets,19.9,39.8
72,2024-02-23,Accessory E,Sweden,2,Accessories,9.9,19.8
73,2024-03-16,Accessory E,Germany,3,Accessories,9.9,29.700000000000003
74,2024-03-05,Accessory E,Norway,3,Accessories,9.9,29.700000000000003
75,2024-03-25,Gizmo D,Norway,4,Gadgets,34.9,139.6
76,2024-01-23,Widget A,UK,4,Widgets,19.9,79.6
77,2024-01-29,Widget A,Germany,4,Widgets,19.9,79.6
78,2024-02-05,Widget B,Denmark,3,Widgets,29.9,89.69999999999999
79,2024-01-21,Widget B,Denmark,2,Widgets,29.9,59.8
80,2024-02-18,Accessory E,Denmark,3,Accessories,9.9,29.700000000000003
81,2024-01-30,Gizmo D,,3,Gadgets,34.9,104.69999999999999
82,2024-03-29,Gizmo D,Sweden,4,Gadgets,34.9,139.6
83,2024-02-01,Widget A,Denmark,2,Widgets,19.9,39.8
84,2024-02-10,Accessory E,Denmark,3,Accessories,9.9,29.700000000000003
85,2024-03-07,Gizmo D,,2,Gadgets,34.9,69.8
86,2024-01-25,Widget A,Germany,4,Widgets,19.9,79.6
87,2024-01-20,Accessory E,Sweden,2,Accessories,9.9,19.8
88,2024-02-20,Widget B,,2,Widgets,29.9,59.8
89,2024-02-22,Widget A,Sweden,7,Widgets,19.9,139.29999999999998
90,2024-03-06,Gadget C,Denmark,3,Gadgets,24.9,74.69999999999999
91,2024-02-28,Gadget C,Denmark,2,Gadgets,24.9,49.8
92,2024-02-23,Widget A,UK,3,Widgets,19.9,59.699999999999996
93,2024-02-03,Widget B,Germany,3,Widgets,29.9,89.69999999999999
94,2024-02-21,Accessory E,UK,1,Accessories,9.9,9.9
95,2024-02-23,Gizmo D,,4,Gadgets,34.9,139.6
96,2024-02-02,Gizmo D,USA,3,Gadgets,34.9,104.69999999999999
97,2024-04-09,Widget A,Germany,5,Widgets,19.9,99.5
98,2024-02-27,Widget A,,4,Widgets,19.9,79.6
99,2024-01-29,Widget B,Norway,4,Widgets,29.9,119.6
100,2024-03-06,Widget A,Norway,2,Widgets,19.9,39.8
101,2024-03-11,Widget A,Germany,2,Widgets,19.9,39.8
102,2024-02-26,Widget A,USA,6,Widgets,19.9,119.39999999999999
103,2024-02-11,Gadget C,Sweden,2,Gadgets,24.9,49.8
104,2024-02-02,Widget B,Norway,2,Widgets,29.9,59.8
105,2024-02-15,Gizmo D,Denmark,4,Gadgets,34.9,139.6
106,2024-02-24,Widget A,,3,Widgets,19.9,59.699999999999996
107,2024-02-16,Gadget C,,7,Gadgets,24.9,174.29999999999998
108,2024-03-26,Widget A,Germany,2,Widgets,19.9,39.8
109,2024-03-02,Gadget C,USA,5,Gadgets,24.9,124.5
110,2024-01-31,Widget A,UK,2,Widgets,19.9,39.8
111,2024-01-28,Accessory E,Sweden,3,Accessories,9.9,29.700000000000003
112,2024-02-27,Gizmo D,Sweden,2,Gadgets,34.9,69.8
113,2024-02-12,Gadget C,Sweden,5,Gadgets,24.9,124.5
114,2024-03-04,Widget A,Sweden,1,Widgets,19.9,19.9
115,2024-02-27,Gadget C,Norway,2,Gadgets,24.9,49.8
116,2024-02-15,Gizmo D,UK,3,Gadgets,34.9,104.69999999999999
117,2024-01-31,Widget A,Sweden,1,Widgets,19.9,19.9
118,2024-01-21,Gadget C,UK,2,Gadgets,24.9,49.8
119,2024-02-21,Gizmo D,USA,1,Gadgets,34.9,34.9
120,2024-01-25,Gizmo D,Norway,3,Gadgets,34.9,104.69999999999999
121,2024-01-31,Gizmo D,USA,3,Gadgets,34.9,104.69999999999999
122,2024-02-20,Accessory E,Germany,4,Accessories,9.9,39.6
123,2024-02-17,Accessory E,Denmark,3,Accessories,9.9,29.700000000000003
124,2024-01-27,Widget B,,1,Widgets,29.9,29.9
125,2024-03-15,Gadget C,Denmark,2,Gadgets,24.9,49.8
126,2024-03-14,Gizmo D,Sweden,2,Gadgets,34.9,69.8
127,2024-02-28,Gizmo D,Germany,5,Gadgets,34.9,174.5
128,2024-02-28,Accessory E,Norway,1,Accessories,9.9,9.9
129,2024-02-28,,Germany,3,Widgets,19.9,59.699999999999996
130,2024-07-08,Widget B,Sweden,1,Widgets,29.9,29.9
131,2024-03-11,Widget B,Norway,2,Widgets,29.9,59.8
132,2024-03-03,Widget B,Germany,2,Widgets,29.9,59.8
133,2024-02-01,Widget A,Germany,3,Widgets,19.9,59.699999999999996
134,2024-02-11,Gizmo D,Sweden,4,Gadgets,34.9,139.6
135,2024-04-26,Widget A,,2,Widgets,19.9,39.8
136,2024-01-17,Gizmo D,UK,3,Gadgets,34.9,104.69999999999999
137,2024-02-07,Gizmo D,,2,Gadgets,34.9,69.8
138,2024-03-15,Widget B,Norway,1,Widgets,29.9,29.9
139,2024-02-02,Widget B,Denmark,3,Widgets,29.9,89.69999999999999
140,2024-03-03,Gadget C,Denmark,6,Gadgets,24.9,149.39999999999998
141,2024-02-17,Gizmo D,Norway,4,Gadgets,34.9,139.6
142,2024-02-03,Accessory E,Germany,3,Accessories,9.9,29.700000000000003
143,2024-01-16,Accessory E,UK,4,Accessories,9.9,39.6
144,2024-02-20,Accessory E,Germany,1,Accessories,9.9,9.9
145,2024-02-01,,Norway,4,Gadgets,24.9,99.6
146,2024-02-14,Accessory E,UK,1,Accessories,9.9,9.9
147,2024-02-28,Gizmo D,Sweden,3,Gadgets,34.9,104.69999999999999
148,2024-03-08,Accessory E,USA,1,Accessories,9.9,9.9
149,2024-02-07,Widget A,Norway,3,Widgets,19.9,59.699999999999996
150,2024-02-03,Accessory E,Denmark,3,Accessories,9.9,29.700000000000003
151,2024-01-25,Gadget C,Germany,6,Gadgets,24.9,149.39999999999998
152,2024-03-10,Gizmo D,Norway,2,Gadgets,34.9,69.8
153,2024-04-19,Widget A,UK,4,Widgets,19.9,79.6
154,2024-03-13,Widget B,Germany,1,Widgets,29.9,29.9
155,2024-03-20,Widget B,Norway,1,Widgets,29.9,29.9
156,2024-02-02,Widget B,Germany,3,Widgets,29.9,89.69999999999999
157,2024-02-26,Widget A,Denmark,5,Widgets,19.9,99.5
158,2024-03-06,Gizmo D,Norway,1,Gadgets,34.9,34.9
159,2024-01-06,Widget A,USA,1,Widgets,19.9,19.9
160,2024-01-28,Widget B,UK,2,Widgets,29.9,59.8
161,2024-04-01,Widget A,Sweden,3,Widgets,19.9,59.699999999999996
162,2024-01-23,Gadget C,Denmark,3,Gadgets,24.9,74.69999999999999
163,2024-03-26,Widget B,Sweden,1,Widgets,29.9,29.9
164,2024-01-23,Widget B,UK,2,Widgets,29.9,59.8
165,2024-01-29,Gadget C,USA,4,Gadgets,24.9,99.6
166,2024-02-27,Gadget C,Sweden,3,Gadgets,24.9,74.69999999999999
167,2024-02-18,Widget A,UK,5,Widgets,19.9,99.5
168,2024-02-08,Widget A,Denmark,2,Widgets,19.9,39.8
169,2024-03-30,Widget A,Sweden,4,Widgets,19.9,79.6
170,2024-01-25,Accessory E,USA,2,Accessories,9.9,19.8
171,2024-02-13,Widget B,Denmark,4,Widgets,29.9,119.6
172,2024-03-01,Gadget C,Denmark,2,Gadgets,24.9,49.8
173,2024-02-23,Widget A,Germany,2,Widgets,19.9,39.8
174,2024-02-04,Gadget C,Sweden,2,Gadgets,24.9,49.8
175,2024-02-05,Widget A,Sweden,4,Widgets,19.9,79.6
176,2024-03-08,Widget A,USA,3,Widgets,19.9,59.699999999999996
177,2024-03-09,Gadget C,Germany,3,Gadgets,24.9,74.69999999999999
178,2024-02-23,Widget B,UK,3,Widgets,29.9,89.69999999999999
179,2024-01-31,Widget A,Sweden,2,Widgets,19.9,39.8
180,2024-02-05,Gizmo D,Denmark,5,Gadgets,34.9,174.5
181,2024-02-16,Accessory E,USA,5,Accessories,9.9,49.5
182,2024-02-19,Widget B,Sweden,1,Widgets,29.9,29.9
183,2024-02-29,Gadget C,Norway,3,Gadgets,24.9,74.69999999999999
184,2024-02-12,Accessory E,Denmark,3,Accessories,9.9,29.700000000000003
185,2024-03-07,Gizmo D,Sweden,5,Gadgets,34.9,174.5
186,2024-03-07,Gadget C,Norway,5,Gadgets,24.9,124.5
187,2024-03-21,Gizmo D,UK,2,Gadgets,34.9,69.8
188,2024-02-17,Widget A,USA,4,Widgets,19.9,79.6
189,2024-02-24,Gadget C,Germany,3,Gadgets,24.9,74.69999999999999
190,2024-02-13,Widget B,UK,4,Widgets,29.9,119.6
191,2024-02-01,Widget A,UK,1,Widgets,19.9,19.9
192,2024-04-18,Widget B,Germany,3,Widgets,29.9,89.69999999999999
193,2024-03-17,Widget A,Norway,3,Widgets,19.9,59.699999999999996
194,2024-03-06,Gizmo D,Norway,5,Gadgets,34.9,174.5
195,2024-02-16,Gadget C,Norway,1,Gadgets,24.9,24.9
196,2024-01-30,Gadget C,Norway,4,Gadgets,24.9,99.6
197,2024-03-12,Widget A,Sweden,7,Widgets,19.9,139.29999999999998
198,2024-02-13,Widget A,Sweden,2,Widgets,19.9,39.8
199,2024-02-26,Gadget C,Norway,4,Gadgets,24.9,99.6
200,2024-02-05,Accessory E,,2,Accessories,9.9,19.8
201,2024-02-22,Widget A,Denmark,4,Widgets,19.9,79.6
202,2024-02-06,Widget B,Sweden,2,Widgets,29.9,59.8
203,2024-02-07,Accessory E,UK,4,Accessories,9.9,39.6
204,2024-02-21,Widget A,Norway,3,Widgets,19.9,59.699999999999996
205,2024-01-22,Accessory E,UK,5,Accessories,9.9,49.5
206,2024-01-23,Gadget C,USA,3,Gadgets,24.9,74.69999999999999
207,2024-02-02,Widget B,Germany,3,Widgets,29.9,89.69999999999999
208,2024-02-12,Widget B,Germany,2,Widgets,29.9,59.8
209,2024-03-08,Widget B,USA,1,Widgets,29.9,29.9
210,2024-02-13,Widget B,Norway,2,Widgets,29.9,59.8
211,2024-02-16,Accessory E,USA,4,Accessories,9.9,39.6
212,2024-02-10,Gizmo D,UK,2,Gadgets,34.9,69.8
213,2024-02-23,Gadget C,Germany,4,Gadgets,24.9,99.6
214,2024-01-31,Gizmo D,Sweden,3,Gadgets,34.9,104.69999999999999
215,2024-02-14,Widget B,Denmark,3,Widgets,29.9,89.69999999999999
216,2024-02-25,Gadget C,Germany,4,Gadgets,24.9,99.6
217,2024-02-21,Gadget C,Germany,4,Gadgets,24.9,99.6
218,2024-02-16,Gizmo D,Germany,4,Gadgets,34.9,139.6
219,2024-02-17,Widget B,Norway,1,Widgets,29.9,29.9
220,2024-02-28,Gadget C,Sweden,2,Gadgets,24.9,49.8
221,2024-04-20,Accessory E,Denmark,1,Accessories,9.9,9.9
222,2024-02-01,Widget B,Sweden,3,Widgets,29.9,89.69999999999999
223,2024-04-21,Widget A,Norway,2,Widgets,19.9,39.8
224,2024-02-01,Gadget C,Norway,6,Gadgets,24.9,149.39999999999998
225,2024-01-15,Widget B,Sweden,4,Widgets,29.9,119.6
226,2024-02-06,Gizmo D,Denmark,3,Gadgets,34.9,104.69999999999999
227,2024-02-24,Accessory E,Norway,3,Accessories,9.9,29.700000000000003
228,2024-04-10,Gadget C,USA,2,Gadgets,24.9,49.8
229,2024-01-30,,UK,2,Gadgets,24.9,49.8
230,2024-02-28,Gadget C,Germany,2,Gadgets,24.9,49.8
231,2024-01-24,Widget A,Norway,1,Widgets,19.9,19.9
232,2024-04-08,Widget B,Germany,4,Widgets,29.9,119.6
233,2024-03-18,Accessory E,,6,Accessories,9.9,59.400000000000006
234,2024-02-07,Gadget C,USA,2,Gadgets,24.9,49.8
235,2024-01-19,Widget A,Germany,4,Widgets,19.9,79.6
236,2024-03-23,Widget A,Germany,3,Widgets,19.9,59.699999999999996
237,2024-02-14,Gizmo D,UK,3,Gadgets,34.9,104.69999999999999
238,2024-03-19,Gizmo D,Norway,1,Gadgets,34.9,34.9
239,2024-02-16,Gizmo D,Norway,1,Gadgets,34.9,34.9
240,2024-02-17,Widget B,Germany,2,Widgets,29.9,59.8
241,2024-02-07,Accessory E,Norway,4,Accessories,9.9,39.6
242,2024-03-02,Gadget C,Norway,4,Gadgets,24.9,99.6
243,2024-02-19,Gizmo D,Germany,3,Gadgets,34.9,104.69999999999999
244,2024-02-28,Gadget C,Sweden,3,Gadgets,24.9,74.69999999999999
245,2024-01-21,Widget A,Germany,2,Widgets,19.9,39.8
246,2024-03-21,Accessory E,USA,4,Accessories,9.9,39.6
247,2024-03-29,Widget A,Sweden,3,Widgets,19.9,59.699999999999996
248,2024-02-19,Widget B,Norway,2,Widgets,29.9,59.8
249,2024-04-16,Gizmo D,Norway,2,Gadgets,34.9,69.8
250,2024-04-05,,Norway,3,Gadgets,24.9,74.69999999999999
251,2024-03-03,Gizmo D,Norway,6,Gadgets,34.9,209.39999999999998
252,2024-03-23,Gadget C,Norway,3,Gadgets,24.9,74.69999999999999
253,2024-03-14,Widget B,Denmark,3,Widgets,29.9,89.69999999999999
254,2024-01-19,Accessory E,Sweden,3,Accessories,9.9,29.700000000000003
255,2024-02-11,Widget A,Germany,6,Widgets,19.9,119.39999999999999
256,2024-03-04,Accessory E,UK,1,Accessories,9.9,9.9
257,2024-04-01,Widget A,UK,2,Widgets,19.9,39.8
258,2024-01-23,Gizmo D,Denmark,2,Gadgets,34.9,69.8
259,2024-01-19,Widget A,Norway,1,Widgets,19.9,19.9
260,2024-02-15,Gadget C,Germany,4,Gadgets,24.9,99.6
261,2024-01-15,Accessory E,Sweden,2,Accessories,9.9,19.8
262,2024-02-14,Gadget C,Norway,4,Gadgets,24.9,99.6
263,2024-02-25,Gizmo D,UK,2,Gadgets,34.9,69.8
264,2024-01-30,Gizmo D,Sweden,3,Gadgets,34.9,104.69999999999999
265,2024-02-15,Gizmo D,Norway,2,Gadgets,34.9,69.8
266,2024-03-11,Accessory E,UK,6,Accessories,9.9,59.400000000000006
267,2024-02-06,Widget B,USA,2,Widgets,29.9,59.8
268,2024-02-01,Widget A,Sweden,6,Widgets,19.9,119.39999999999999
269,2024-02-14,Widget A,Sweden,1,Widgets,19.9,19.9
270,2024-01-28,Widget A,Germany,3,Widgets,19.9,59.699999999999996
271,2024-04-13,Widget A,Germany,2,Widgets,19.9,39.8
272,2024-02-17,Gadget C,Norway,3,Gadgets,24.9,74.69999999999999
273,2024-02-03,Widget A,Germany,2,Widgets,19.9,39.8
274,2024-02-21,Widget A,USA,3,Widgets,19.9,59.699999999999996
275,2024-02-14,Widget A,Sweden,3,Widgets,19.9,59.699999999999996
276,2024-02-12,Gizmo D,USA,2,Gadgets,34.9,69.8
277,2024-02-06,Gadget C,USA,3,Gadgets,24.9,74.69999999999999
278,2024-02-05,Widget B,Sweden,6,Widgets,29.9,179.39999999999998
279,2024-01-21,Accessory E,UK,7,Accessories,9.9,69.3
280,2024-03-23,Widget A,Norway,3,Widgets,19.9,59.699999999999996
281,2024-03-01,Accessory E,Germany,4,Accessories,9.9,39.6
282,2024-02-23,Gadget C,UK,3,Gadgets,24.9,74.69999999999999
283,2024-02-13,Widget A,Norway,5,Widgets,19.9,99.5
284,2024-01-29,Gizmo D,Germany,5,Gadgets,34.9,174.5
285,2024-02-02,Gizmo D,UK,3,Gadgets,34.9,104.69999999999999
286,2024-01-23,Widget B,Sweden,2,Widgets,29.9,59.8
287,2024-02-04,Accessory E,Norway,3,Accessories,9.9,29.700000000000003
288,2024-01-27,Widget A,Norway,3,Widgets,19.9,59.699999999999996
289,2024-04-03,Widget B,Germany,2,Widgets,29.9,59.8
290,2024-03-09,Widget A,USA,5,Widgets,19.9,99.5
291,2024-02-18,Widget A,UK,3,Widgets,19.9,59.699999999999996
292,2024-01-31,Widget A,Denmark,1,Widgets,19.9,19.9
293,2024-01-28,Accessory E,Denmark,4,Accessories,9.9,39.6
294,2024-02-12,Widget A,Sweden,2,Widgets,19.9,39.8
295,2024-03-10,Widget B,Norway,5,Widgets,29.9,149.5
296,2024-01-23,Gadget C,Denmark,3,Gadgets,24.9,74.69999999999999
297,2024-02-29,Accessory E,Denmark,5,Accessories,9.9,49.5
298,2024-02-03,Accessory E,Denmark,6,Accessories,9.9,59.400000000000006
299,2024-02-06,Gizmo D,USA,3,Gadgets,34.9,104.69999999999999
300,2024-02-17,Accessory E,Germany,1,Accessories,9.9,9.9
301,2024-01-31,Gizmo D,Germany,5,Gadgets,34.9,174.5
302,2024-02-11,Accessory E,Norway,2,Accessories,9.9,19.8
303,2024-01-30,Gizmo D,USA,4,Gadgets,34.9,139.6
304,2024-02-05,Widget A,UK,4,Widgets,19.9,79.6
305,2024-03-05,Widget B,,2,Widgets,29.9,59.8
306,2024-02-18,Gadget C,Sweden,5,Gadgets,24.9,124.5
307,2024-03-05,Widget B,Denmark,4,Widgets,29.9,119.6
308,2024-02-03,Widget B,Denmark,2,Widgets,29.9,59.8
309,2024-03-01,Gadget C,Norway,2,Gadgets,24.9,49.8
310,2024-01-20,Accessory E,Germany,5,Accessories,9.9,49.5
311,2024-02-17,Widget A,USA,1,Widgets,19.9,19.9
312,2024-03-02,Gizmo D,Norway,3,Gadgets,34.9,104.69999999999999
313,2024-01-20,Gizmo D,Norway,2,Gadgets,34.9,69.8
314,2024-02-03,Accessory E,Germany,2,Accessories,9.9,19.8
315,2024-02-17,Accessory E,Sweden,4,Accessories,9.9,39.6
316,2024-03-12,Gizmo D,Germany,5,Gadgets,34.9,174.5
317,2024-02-05,Gadget C,Germany,2,Gadgets,24.9,49.8
318,2024-02-29,Widget A,Sweden,3,Widgets,19.9,59.699999999999996
319,2024-03-26,Gadget C,UK,1,Gadgets,24.9,24.9
320,2024-03-01,Gizmo D,Denmark,3,Gadgets,34.9,104.69999999999999
321,2024-02-12,Accessory E,UK,3,Accessories,9.9,29.700000000000003
322,2024-02-25,Gizmo D,UK,4,Gadgets,34.9,139.6
323,2024-02-04,Widget A,UK,2,Widgets,19.9,39.8
324,2024-02-18,,Norway,2,Gadgets,24.9,49.8
325,2024-02-13,Widget B,Norway,3,Widgets,29.9,89.69999999999999
326,2024-02-24,Widget A,Norway,1,Widgets,19.9,19.9
327,2024-02-08,Widget A,None  ,2,Widgets,19.9,39.8
328,2024-02-25,Widget A,UK,6,Widgets,19.9,119.39999999999999
329,2024-02-08,Gizmo D,Denmark,3,Gadgets,34.9,104.69999999999999
330,2024-03-09,Widget B,UK,4,Widgets,29.9,119.6
331,2024-02-09,Widget B,Sweden,4,Widgets,29.9,119.6
332,2024-01-16,Accessory E,Sweden,4,Accessories,9.9,39.6
333,2024-01-29,Widget B,UK,3,Widgets,29.9,89.69999999999999
334,2024-02-17,Widget A,Sweden,4,Widgets,19.9,79.6
335,2024-04-03,Widget B,UK,3,Widgets,29.9,89.69999999999999
336,2024-03-07,Widget A,Norway,3,Widgets,19.9,59.699999999999996
337,2024-01-14,Widget A,USA,4,Widgets,19.9,79.6
338,2024-01-22,Widget A,Germany,1,Widgets,19.9,19.9
339,2024-03-16,Gadget C,UK,1,Gadgets,24.9,24.9
340,2024-03-02,Widget A,Norway,4,Widgets,19.9,79.6
341,2024-04-24,Widget B,Denmark,2,Widgets,29.9,59.8
342,2024-02-07,Accessory E,,3,Accessories,9.9,29.700000000000003
343,2024-01-31,Widget B,UK,3,Widgets,29.9,89.69999999999999
344,2024-02-18,Accessory E,,5,Accessories,9.9,49.5
345,2024-02-07,GADGET C,Sweden,3,Gadgets,24.9,74.69999999999999
346,2024-03-13,Widget B,Denmark,2,Widgets,29.9,59.8
347,2024-02-06,Gizmo D,Norway,2,Gadgets,34.9,69.8
348,2024-02-11,Widget A,Germany,1,Widgets,19.9,19.9
349,2024-01-29,Widget A,Norway,1,Widgets,19.9,19.9
350,2024-03-06,Gadget C,Sweden,1,Gadgets,24.9,24.9
351,2024-01-30,Gadget C,Germany,2,Gadgets,24.9,49.8
352,2024-02-26,Gizmo D,Denmark,1,Gadgets,34.9,34.9
353,2024-04-10,Accessory E,Germany,3,Accessories,9.9,29.700000000000003
354,2024-01-18,Widget B,USA,2,Widgets,29.9,59.8
355,2024-03-28,Gadget C,Norway,3,Gadgets,24.9,74.69999999999999
356,2024-02-22,Gadget C,,5,Gadgets,24.9,124.5
357,2024-01-27,Accessory E,Norway,2,Accessories,9.9,19.8
358,2024-02-19,Gizmo D,Sweden,4,Gadgets,34.9,139.6
359,2024-03-05,Accessory E,Norway,3,Accessories,9.9,29.700000000000003
360,2024-02-01,Widget B,,5,Widgets,29.9,149.5
361,2024-02-27,Gizmo D,Sweden,5,Gadgets,34.9,174.5
362,2024-03-31,Widget B,Sweden,5,Widgets,29.9,149.5
363,2024-02-06,,UK,3,Widgets,19.9,59.699999999999996
364,2024-01-29,Accessory E,Germany,4,Accessories,9.9,39.6
365,2024-02-14,Widget A,USA,3,Widgets,19.9,59.699999999999996
366,2024-02-17,Accessory E,Germany,1,Accessories,9.9,9.9
367,2024-03-15,Widget A,Norway,3,Widgets,19.9,59.699999999999996
368,2024-02-13,Gizmo D,Sweden,3,Gadgets,34.9,104.69999999999999
369,2024-02-08,Widget B,Sweden,5,Widgets,29.9,149.5
370,2024-01-29,Widget B,Sweden,4,Widgets,29.9,119.6
371,2024-01-20,Widget A,Germany,1,Widgets,19.9,19.9
372,2024-01-24,Gadget C,Denmark,2,Gadgets,24.9,49.8
373,2024-01-24,Widget B,Sweden,3,Widgets,29.9,89.69999999999999
374,2024-02-11,Gadget C,Norway,4,Gadgets,24.9,99.6
375,2024-01-22,Widget A,Norway,4,Widgets,19.9,79.6
376,2024-02-15,Widget A,,3,Widgets,19.9,59.699999999999996
377,2024-04-09,Widget A,Norway,2,Widgets,19.9,39.8
378,2024-03-16,Widget B,UK,2,Widgets,29.9,59.8
379,2024-02-11,Gizmo D,Norway,3,Gadgets,34.9,104.69999999999999
380,2024-05-07,Accessory E,Germany,4,Accessories,9.9,39.6
381,2024-02-17,Widget A,Sweden,2,Widgets,19.9,39.8
382,2024-02-21,Gadget C,Norway,2,Gadgets,24.9,49.8
383,2024-02-13,Gizmo D,UK,1,Gadgets,34.9,34.9
384,2024-02-15,Widget B,Germany,3,Widgets,29.9,89.69999999999999
385,2024-02-05,Widget B,Norway,6,Widgets,29.9,179.39999999999998
386,2024-02-11,Gadget C,UK,2,Gadgets,24.9,49.8
387,2024-03-28,Widget A,Norway,3,Widgets,19.9,59.699999999999996
388,2024-03-20,Widget A,Norway,2,Widgets,19.9,39.8
389,2024-01-15,Widget A,UK,2,Widgets,19.9,39.8
390,2024-01-23,Gadget C,Germany,2,Gadgets,24.9,49.8
391,2024-02-01,Widget A,Sweden,3,Widgets,19.9,59.699999999999996
392,2024-03-10,Widget A,Norway,3,Widgets,19.9,59.699999999999996
393,2024-03-20,Widget B,UK,2,Widgets,29.9,59.8
394,2024-03-05,Widget A,Sweden,1,Widgets,19.9,19.9
395,2024-01-27,Widget A,Norway,1,Widgets,19.9,19.9
